PC 1,PC 2,PC 3,Ratio,Cluster
4.6594856541276455,-0.8393542184758571,0.7820375819322641,HSP90AA5P ,4
-1.2992815889810847,0.5137243270739854,-1.4177222263145777,CCT6B ,5
-2.578962105262877,-0.3399173449744378,-0.5559344993745616,RACK1 ,3
7.335167616381922,-2.052093766039848,1.5285823231741587,KRT16 ,4
1.6145619515474734,0.7063023374553842,-0.42752302267908043,ETFA ,1
2.450997581811662,0.0044473640509653314,-0.7819169635336954,IGF2BP2 ,1
-1.4808426038539546,0.47361629533788774,-1.4872785894546066,ELOC ,5
8.369241760604654,-2.6816613491310624,1.50210357987338,EIF2S1 ,4
-1.560216966270913,0.0728520506798029,-0.5732686876958798,EIF4A2 ,5
-1.1560947182429695,0.32295813693253883,-0.5488550544977456,DHRSX ,5
1.6793241663132996,1.3368032338793125,-0.4123128560465501,EIF3D ,1
-3.0836202185471437,-0.4531374214437092,-0.4760824929661602,MIF ,3
-1.1716966342632171,0.1311622509596089,-0.48786511492372997,CALU ,5
3.802410920858228,1.480233307752687,-1.6889627556646123,CAPZB ,1
1.6711383329877776,0.36894834837599677,-0.84538665219818,NAP1L4 ,1
-1.0010039799470103,0.24917929442523087,-0.7594077223124215,PWWP2B ,5
-1.1924813053646308,1.114604607243613,0.05608269590470312,POTEI ,5
5.324564692153715,-1.021519838851999,1.379841247853859,HNRNPU ,4
-2.2591118568130164,0.8504762658164199,0.5305680655442672,TAGLN3 ,3
-2.3156950509857643,-0.09360727994275957,0.2514134591996807,PRDX4 ,3
3.0792443803424203,1.9325238970013625,-0.7664164082293309,TARDBP ,1
2.7332140313037483,0.16918472899849366,0.3063588145060727,GART ,1
2.6969574251045603,0.3886061875312427,-0.6392429360141345,PSMA1 ,1
-1.971685176357202,-0.27968387194830524,-0.681066679249739,ACAD9 ,3
-1.0365005801576896,0.2226183833149966,-0.7512976232085024,NUCB1 ,5
5.664452841557471,0.060930506607018604,-2.7023936602428873,SYAP1 ,1
-0.581164382550885,0.7837372412126682,-0.7911854116357314,GYS1 ,5
8.697721402444385,-3.282561568598559,1.5972457666010853,NIBAN2 ,4
6.400235206231117,-1.6650974148813718,1.9551629467300773,EEF2 ,4
-1.2719660442802556,0.7937028678136799,-1.4363629582489306,ERH ,5
5.840616814033317,-1.123052584276332,-0.8793073573372424,AGR3 ,4
-3.3466232877017847,0.21179992146191662,0.7146887206918168,PKP3 ,3
-4.984708249507863,0.8926650261727589,-0.9489237097902267,ZNF789 ,3
-1.5539906885400225,-0.10033060031561382,-0.299116511106715,TUBB3 ,3
-1.6150808666287493,0.08876534078844735,-0.5923056476209587,EIF4A1 ,3
-2.157568450296027,-0.4345148582295259,-0.7868050709498446,PABPC1L ,3
2.490601644470354,1.3460616868835757,-0.09076559900497014,AARS1 ,1
5.182088587292055,2.3959287919254,-0.7611884112285535,VPS29 ,1
-1.111238353740899,0.5944085361209889,-0.22057195462035414,NEDD8 ,5
2.37363007304163,0.6453998459290711,-0.7271910601396441,CAPNS1 ,1
-1.5349964566308942,0.36111734344781565,-0.47612322086285375,ALDH9A1 ,5
-1.1191338685546885,0.5505399376384484,-0.4729424055332699,EIF2S3 ,5
3.4632244539628543,1.9963859979901355,-0.5264252373602856,PRKRA ,1
2.0238278523190174,-0.03195518977692364,-0.5986541585963017,IQGAP3 ,1
-1.8975193465915914,0.46202687398068715,0.4991842532983903,VAT1 ,3
-2.521629879098795,-0.39439687882978985,-0.40784754523595695,CROCC ,3
-4.240585920849559,-1.5055380031196195,-0.5200906431780847,AMOT ,3
-2.184499329656929,-0.4230919382393973,-0.8184847310426409,SRP9 ,3
-1.4271380232184754,0.6991452094965652,-0.10554344404772181,ACTN3 ,5
1.8611493088544646,1.2091583669775359,-0.385379191330077,ESD ,1
-5.94889436679648,-1.0951946752657655,1.4075662406358957,KRT10 ,3
-0.6387855731912103,0.7629116228500771,-0.4513462951576057,ANXA3 ,5
2.4474905588441427,1.0778503584765844,-0.3026274809058721,FH ,1
-2.247498143556411,-0.6626082943508051,-0.585867180742845,RPS8 ,3
-2.326680236208487,-0.4098646587366702,-1.2913973624500084,DCTN2 ,3
3.8538655472509786,-1.1458775835790862,-0.2487990267206115,METAP2 ,1
-2.9491573547328227,-0.9407036431386464,-0.6048087337875635,MTHFD1 ,3
2.933823887282097,-0.5056518125224381,-0.3778060215008705,RRAGA ,1
-5.765183949798431,1.0735980494723187,1.3302139407424032,UBE2N ,3
4.054162755842914,-1.0142143967228332,0.36207496876234396,AKAP12 ,4
1.7858309548478102,0.08482175338637386,-0.34227102019955796,SET ,1
-3.080590407719155,-0.3368957939022206,-1.0072569269108782,RAB11B ,3
-2.3606842469599814,-0.6851401814697218,-0.9175587391160727,RPL21 ,3
-1.3681466980189405,0.33532697732761435,-0.5157666398766309,RPL23 ,5
-2.371053319181424,-0.5296046468658188,-0.7165316321937537,RBMX ,3
-1.4305311723965777,1.4197861083269137,-0.28623485057012915,KRT17 ,5
-1.3318282332793245,-0.07695751784869793,-0.43294172205158105,IGF2BP1 ,5
-0.8118651541320318,1.3293001146313959,-0.36664368128336833,ANXA7 ,5
2.0185729361294262,0.10050269363185706,0.005578223160926775,EIF4A3 ,1
-1.4139478972912876,0.3519984093472791,0.13391494069814433,CBR1 ,5
5.681859927350181,-2.2860099081216942,0.605556360963999,HNRNPH1 ,4
1.4825094829403307,0.8241945511712883,-0.09504041260871814,CORO1C ,1
-1.7096107992044738,-0.1896747543411922,-0.7579007870196492,SRSF9 ,3
1.73298713280825,0.16361104364444987,-0.7399018152211486,NANS ,1
1.451614738865375,0.7182622715044991,-0.5240614358876904,CSNK2A1 ,1
-1.6934683698753386,-0.16177655419059728,-0.007744179973305513,ACTN1 ,3
-1.6459789172677268,-0.12158347293183422,-1.440277945110192,WARS1 ,3
-3.082081507723642,-1.17827355831171,-1.453152712738092,SUB1 ,3
-1.181449541741146,0.49687923658083577,-0.03098149869400558,HPRT1 ,5
1.6703530170232805,0.8473862242064605,-1.0570248498041295,H2AX ,1
2.794331772058181,-0.2903283496048424,-1.2899449697022618,RPS26 ,1
-3.622647846528423,-0.29175386202711,0.648407473845018,ALDOC ,3
-2.4159282285642134,-0.4430815383724796,0.08494559550469954,AHCY ,3
1.6006717373961046,0.19826425445265305,-0.481338985583481,S100A11 ,1
-2.1453388107070412,-0.654344428815298,-0.5865049851654586,RPS27 ,3
2.286921137287723,0.055296256361954524,-0.9564609759425021,PHB ,1
7.005361788839575,-2.164947079566226,1.9142942963030343,RBM3 ,4
-2.230072499965671,-0.6664410040170701,-0.7682309937535409,RPL36 ,3
1.6841315699714734,0.5291749667371606,-1.0734598492250398,PSMC4 ,1
-2.1410863505313027,0.35895285001635463,0.7105242677046498,DYNLL1 ,3
-1.2054106232477757,0.9308328245551847,-0.33209536657424277,HSF1 ,5
-0.9505549015257482,0.6073747354606445,-0.6152147427516389,LAP3 ,5
2.9158975391978177,-0.5512039799280137,-1.0189409710845059,HNRNPDL ,1
-2.337011492055084,-0.6277360514054146,0.24745430644039654,PARP1 ,3
-1.7971087053991472,0.2948741576176401,0.14264814173116555,PRDX3 ,3
3.748291700347308,-0.23669439141949888,-0.3604448275799482,CABS1 ,1
-1.3946543558608664,-0.1853180875005088,-0.2812240220539152,YWHAH ,5
1.894898581768643,0.1456019709956093,0.05064632965574905,PEBP1 ,1
-2.193852268118136,-0.7768867670938189,-1.0428713669788532,HK2 ,3
-3.3363649616011046,-0.8000845470907979,0.759100587326471,LRRC46 ,3
6.68974432768159,3.973093639883402,-1.1737301141545822,PGD ,1
1.2053011530532083,0.6607019181633261,-0.3301480582912168,PLS3 ,1
-2.2760948432738153,-0.8739927548264955,-0.8251438534542577,ATP5PO ,3
-2.3121431248510205,-0.8256636578130815,-0.06852545720036726,PIK3C2A ,3
2.5536579223862104,-0.026248447875873677,-0.07470200557782973,TRIM28 ,1
2.381014707862565,0.31098904314067505,-0.4977082043623868,RCN2 ,1
2.3031883693414894,0.5424814896733088,0.3886815062774995,SHMT2 ,1
-1.3292072629606535,-0.20468560187483684,-1.0662626742075354,UBE2M ,5
-1.9122753251796696,-0.34677764644964376,-1.3723324030814892,DUT ,3
-1.7016473162643206,-0.4673230964152271,-0.42617992152727124,PABPC1 ,3
3.126438923438454,-0.5157170140780345,0.9085707869045876,AHSA1 ,1
-3.341420214437297,-0.6739490586205757,-0.7741861057610697,CTNNA3 ,3
-2.248349129389619,-0.5736533320582962,0.0220928997486934,PGAM1 ,3
-1.4376936499168549,-0.3215627183810974,-1.0268281974891205,RPL27A ,3
1.6703745162689465,0.13831336019493953,-0.47219461133038315,FHL2 ,1
-2.068416842632124,0.06186847292617552,-0.31951259945274735,VCL ,3
5.114720559193802,2.600978374377014,-1.110369307732666,PSMD3 ,1
-2.554114810216513,-1.0060052095967111,-1.2270777781025803,TRIM29 ,3
-2.7495520520513113,-0.9847902340135996,-0.40810017194356657,RPLP2 ,3
-2.6968290417746283,-1.2080128809281578,-0.1138863936567893,F10 ,3
-1.6434731862208096,0.2663340357908902,0.2616624187724369,RPS2 ,5
-0.823376520745764,0.4208258779875478,-0.5846366738613897,TCP1 ,5
-1.2463217887798659,-0.3128182717289654,-0.40626686906334414,ANXA4 ,5
-4.170378012000478,-2.482189953172434,-0.6977703662313387,ZBTB40 ,3
8.466423661641045,-4.161802514975135,1.9480283119399555,REST ,4
6.614914152752172,-1.6864390463496606,3.151922968100232,3 SV,4
-4.171987116605321,1.9189476423773417,1.7000606650146362,RAB6A ,0
-1.9042457933664463,-0.37833615464955117,-0.1267865414543372,YWHAZ ,3
2.764527055012156,0.5485712272434947,0.1049997159626536,FCRL4 ,1
1.5995492034045387,1.3219694245903257,0.001273358765526355,G6PD ,1
-3.14037613201667,-1.3352915708445001,-0.2949256016090831,CALM1 ,3
1.6402998032320553,1.3480832260611462,-0.8534008928919944,ST13P5 ,1
-2.1104542410827585,-0.7512946512050193,-1.3526709847428968,ACOT7 ,3
1.3196274644138428,0.7789688675390721,-1.0490617690789847,S100A16 ,1
1.783064542204519,0.29425495128723783,-0.585492734852571,PSMC3 ,1
-0.562469090081225,0.3566604835486928,-1.0156969917007381,SMU1 ,5
-2.23723888672599,-0.45215680818222026,-0.35324901089566674,RPL30 ,3
-1.4408333473438368,0.5693087201999937,0.38961332821366695,POTEKP ,5
-1.3606881248090472,0.23219132505175008,-0.2721789886891441,DDX19A ,5
1.5587557875041536,1.0613219593186412,-0.4309716311003197,DDX3X ,1
-2.3603486014249317,-0.8813176790243394,-1.6340069681741038,UBE2I ,3
2.1439412657715886,-0.152100469403645,-0.033081965457049785,KHSRP ,1
1.928760432593966,0.34782734115677044,-1.369903492266418,PSMB7 ,1
-2.3469013995761934,-0.680913621281618,-0.40701991145546973,RPS25 ,3
-1.516377074110904,0.09396931368769702,-0.32692790415510325,RPL14 ,5
5.066701694965204,-2.0575669791252675,1.604876761629072,ITIH2 ,4
-1.8141543880281497,-0.16323771260002504,0.3435821652212208,RPL17 ,3
1.574063947638112,0.26784089724721544,-1.0650949943026145,DSTN ,1
2.9278085330135672,2.3108299440214757,-0.9246182754539943,HADH ,1
-1.695793574469804,0.517659805887387,-0.07513000607319216,CTSZ ,5
-1.2703942366115974,0.12029809793751291,0.3852305570180309,EEF1G ,5
5.845271372989793,-0.14712673032775492,3.394058262007153,FMN1 ,4
-1.5866259115047705,-0.3688504152102081,-0.19486064792797506,YWHAE ,3
1.5043245388823197,0.29205094413442384,-1.099473530090298,CMPK1 ,1
5.385011914427007,-2.5406963127793483,1.3607620225474457,AK2 ,4
-2.0635499060920424,-0.521846024352442,0.19825087240717523,HSPA4L ,3
-2.0441374836097768,-0.6798274154807521,-0.569317986603723,RPL27 ,3
1.5773325345654272,0.5478810609240473,0.24205989778771617,DAZAP1 ,1
-1.8811368195836335,0.7717196673955032,-0.9112087677712167,MCM5 ,3
-1.492231523383515,0.25450654492047825,-0.07568129026244909,HK1 ,5
-0.44249142415498033,0.5607907940246238,-0.7081341933410125,SQOR ,5
-1.077478804384568,0.3254027415927943,0.146045710765143,TUBB ,5
-5.597827516915371,-2.995483595943807,-0.49360915845054304,PSMD14 ,3
1.307089850259692,0.2780080990797089,-0.6937391267854959,PLS1 ,1
-0.5129384821365854,1.4721070246668695,-0.6612576561175644,RAD23B ,5
2.2876128136248384,0.03389638370730027,-0.6320506725669099,SERPINB6 ,1
-1.0779687065576744,1.2001837689922783,0.05439458083582386,PUF60 ,5
-1.009885052555665,-0.00830752653751729,-0.3880688209647703,PABPN1 ,5
-3.5243874864150455,2.6810011321278706,1.6211878193851688,SLC25A5 ,0
-0.12547615228113052,0.6932981019459291,-0.7173760360372421,LDHA ,5
-2.1478348333561237,-0.05243625523558523,0.45374205185823485,GLUD2 ,3
-4.389656092989352,-1.3228883975396568,1.1409028059877457,GSTO1 ,3
-1.046283378745992,-0.1610656674009942,-0.6422692554732004,UBE2V1 ,5
-1.9424632778876945,-0.29548883568498474,0.7200464508437519,PSMD12 ,3
-2.032833847186822,-0.48158263294249903,-0.1372201280081029,CARHSP1 ,3
-3.991824714178351,-2.609483670469959,-0.7645291459796103,BOLA2 ,3
-3.728608279732466,-2.249607466369542,-0.43225005727657945,CALR ,3
-3.2504502590967714,-1.5751777323266656,-1.5548947156615438,CCDC152 ,3
-0.7105461797807306,0.1668602536805143,-0.4565955637924601,PSAT1 ,5
-3.710287395121564,2.4459493454715604,1.5863153916911785,RHOA ,0
1.6758845833705407,0.5922977554668862,-0.8866765334300093,CAP1 ,1
1.9961892088326578,-0.15714383574846086,-0.1142443604016679,KRT13 ,1
-2.243877657777917,-0.9693477437570832,-0.44084401957754327,PABPC3 ,3
-1.5246093390807625,1.988759046269663,-0.1031505772492836,TRA2A ,5
-6.882373406682961,-3.344671519345255,1.4978030987548898,SNAP47 ,3
-2.2818819947166396,-0.9779897192325463,-1.0802945918459594,SRSF2 ,3
-1.4521204991694403,-0.469538537051174,-0.3644058100424908,PDCD5 ,3
-2.068685429809573,-0.9290560102846344,-0.1547436948115205,PSMD2 ,3
-2.064432023759828,-0.5657658204055789,-1.7796755312961725,GFAP ,3
-1.3122252991885277,0.3043711274303293,0.7272282715231962,PTGES3 ,5
-6.051653650652844,-1.897394540689004,1.7710736240714346,PRDM13 ,3
6.189595761206875,-2.027375810610434,3.6582283642769866,ST13P4 ,4
-1.331806444274667,0.14840649196105118,-0.46192473141301854,RPLP0P6 ,5
-4.044289296826985,-1.2449610918115195,0.15670676264296246,NAA10 ,3
-2.125408985494003,0.3153920430727605,1.442365508403871,RPL10A ,3
-2.748742880858882,-1.5419426880422338,-1.3180830040810094,DDX50 ,3
-1.010069995188064,0.0870752041358896,-0.0141325649777019,TUBB6 ,5
2.016077546931191,-0.35944025920736516,-0.5151450524299699,TPD52L2 ,1
2.191306148827548,-0.4196111267880324,0.1815963282723567,LMNB1 ,1
-0.4342695007816366,0.6309366634225079,0.1424536526722287,HSPA9 ,5
-1.3563670864647848,0.10230454226617709,0.4886300658378458,LTA4H ,5
2.9808183511457584,1.3311583339576494,-1.4906144357349445,PIP4K2C ,1
4.247980409931836,-1.4602293243006677,1.7732768727806991,ARMC8 ,4
-1.6889624614508811,-0.532955252237624,-1.5237281230065791,STAU1 ,3
-2.0027473626397048,-1.081708903072938,-1.1780356010013326,FAU ,3
2.070973846800872,0.6890312196785181,0.27627523375983687,HSP90AB4P ,1
-1.5728932989160973,-0.2947087407254482,-0.23475360671052822,RALY ,3
-0.6960464117085858,0.4618290127219148,-0.25991729863527746,RPL4 ,5
1.6498804261517415,0.9740435908560376,-0.5874168847975618,EIF3I ,1
-1.0478689052956842,-0.3253336988024044,-0.45738979036235367,PCNA ,5
1.727927505578333,0.2334424932843503,0.137586216746509,TKT ,1
3.9122259243711124,0.8551841647840335,1.7996708071316987,PFKP ,1
-1.4970600785701587,-0.7096487754890856,-0.8856323731991588,PDAP1 ,3
-2.27100054019229,-1.3353448631584717,-0.3565717318336785,FKBP3 ,3
-1.4229855339724649,-0.6330433803048929,-0.5917008191498906,BAG3 ,3
-0.8340410936328722,-0.21091690215842313,-0.5589055493941635,RBM14 ,5
-1.0571428183921765,0.049376681763532486,0.05169101219761846,HDLBP ,5
2.927614210676975,-1.309927614017046,-0.6217071011396583,ACTN4 ,1
-0.760221593292742,0.1785345435338157,-0.48380882050593593,EIF2S3B ,5
-1.1205515136049347,-0.1411098688456409,-0.23977486516405486,WDR1 ,5
-2.2398977488447005,-1.3882405835440925,-1.1584138353929365,SPATA18 ,3
4.458940259152138,-1.618965685376457,2.128071286320548,PAFAH1B2 ,4
-0.41346920383752384,0.9444159018486089,0.10979974141660195,XPO1 ,5
-2.325316095622703,-1.1781530251603547,-1.7270061667503072,MANF ,3
-1.2646340722924752,-0.011428548744999571,0.3794433960759137,RPN1 ,5
-1.7830661987130862,-0.8751385197309376,-1.4752753595528614,RBM39 ,3
1.9559357270043543,-0.10137210531722013,0.25464439552191376,ALYREF ,1
-1.4715717691545678,-0.1417566679378337,-1.8954323709854102,RPS13 ,3
3.9300157859788323,-1.4892545242479376,1.7204182317171328,ACAT1 ,4
-0.8991353261462026,0.36214938294460236,0.3898818713800536,ACO2 ,5
-2.198581372611648,0.15057381320359955,0.34353068338078296,ERG ,3
-1.2189506076806895,1.8397063576208579,-0.36404911853008104,RECQL ,5
1.9423114927101681,0.7745984269958097,-0.665734199955107,SKP1 ,1
2.529936541347639,-0.6537710316206252,0.748566512224127,HSPA4 ,1
-2.852298706336684,-0.5833304261725524,1.0518448737934436,KARS1 ,3
1.6702584724362124,1.6090896020332939,-0.8959496912492924,GOT1 ,1
1.981168205280429,-0.5746754606184831,-0.48807769080617336,CAPZA1 ,1
-3.4572201858898928,-2.519223383896141,-0.41991535210282943,ATP1A1 ,3
-1.2451525746968908,-0.5654248077837553,-0.6287221710403883,TAGLN2 ,5
-1.4196172184272022,-0.6698295658462355,-0.4931437019780704,RPS12 ,3
-2.017357129331287,0.6526922118911149,0.12163702787601299,CTNNA2 ,3
-1.9737202139587469,-0.980830482932896,-1.2618881926779697,RPS19 ,3
-0.26768750090440957,0.1964737847610284,-0.7981407904755228,PSME1 ,5
-1.2328689088800828,-0.587492367680535,-0.846100466864293,RPL12 ,5
-1.543333320314458,-0.8380970052449005,-1.1696962681325969,PSMA6 ,3
2.1491800370407064,0.06796483349706578,-1.6139678388414067,STOML2 ,1
-1.1617785811017003,-0.1256494471509479,-0.5540296441536875,DEK ,5
-0.9286243189095931,0.07758583196277476,-0.06334898256376127,MACROH2A1 ,5
2.4330362766627456,2.005713434252382,0.7304371588591705,COPG2 ,1
1.884038950887265,-0.34923102421182733,-0.8663327999567555,PPP2R1B ,1
-0.8135139117712257,0.7521498651384706,0.5857201492190133,TGM2 ,5
-1.1987119850687034,1.2300773460331482,0.3902341737406622,THBS1 ,5
-3.4544418489707005,-1.1634764656304888,1.3656828557148852,MFNG ,3
1.9293322675509672,-0.0588741420960394,-0.4073306604565151,DNAJA1 ,1
1.0755205382055164,0.41791476878945333,-0.8258793679011649,AKR1A1 ,1
2.008751310571273,-0.6416189294639487,-0.552592710308934,ANXA8L1 ,1
-2.0825319108969595,-1.3878824853046658,-1.1269447330917695,RPS20 ,3
2.1317188448582023,-0.6667787702294252,0.10379417097947498,RPS6 ,1
3.5235841653631326,2.089636437766955,-2.5413818309127354,ABCG4 ,1
-1.3542738797477734,0.18984732323439563,0.05841081846646525,RPS3 ,5
-2.4903939010045972,1.8146472999231034,1.6669964132296635,YKT6 ,0
-0.48512359542558237,0.4256583896841477,0.038181828514971934,GMPS ,5
-0.8949791278074293,-0.17068869565628675,-1.0827908183558381,PITPNB ,5
-0.8757052601093503,-0.21504567526265553,-0.144852451756165,P4HB ,5
2.7597000830039145,2.891757160698062,-0.4966993188818263,CPNE1 ,1
-1.9066864994261006,2.0961340491825324,1.43223622390454,RPS5 ,0
